"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62"
"G",1.44,1.43622950819672,1.43245901639344,1.42868852459016,1.42491803278689,1.42114754098361,1.41737704918033,1.41360655737705,1.40983606557377,1.40606557377049,1.40229508196721,1.39852459016393,1.39475409836066,1.39098360655738,1.3872131147541,1.38344262295082,1.37967213114754,1.37590163934426,1.37213114754098,1.3683606557377,1.36459016393443,1.36081967213115,1.35704918032787,1.35327868852459,1.34950819672131,1.34573770491803,1.34196721311475,1.33819672131148,1.3344262295082,1.33065573770492,1.32688524590164,1.32311475409836,1.31934426229508,1.3155737704918,1.31180327868852,1.30803278688525,1.30426229508197,1.30049180327869,1.29672131147541,1.29295081967213,1.28918032786885,1.28540983606557,1.2816393442623,1.27786885245902,1.27409836065574,1.27032786885246,1.26655737704918,1.2627868852459,1.25901639344262,1.25524590163934,1.25147540983607,1.24770491803279,1.24393442622951,1.24016393442623,1.23639344262295,1.23262295081967,1.22885245901639,1.22508196721311,1.22131147540984,1.21754098360656,1.21377049180328,1.21
"H",1.44,1.4383606557377,1.43672131147541,1.43508196721311,1.43344262295082,1.43180327868852,1.43016393442623,1.42852459016393,1.42688524590164,1.42524590163934,1.42360655737705,1.42196721311475,1.42032786885246,1.41868852459016,1.41704918032787,1.41540983606557,1.41377049180328,1.41213114754098,1.41049180327869,1.40885245901639,1.4072131147541,1.4055737704918,1.40393442622951,1.40229508196721,1.40065573770492,1.39901639344262,1.39737704918033,1.39573770491803,1.39409836065574,1.39245901639344,1.39081967213115,1.38918032786885,1.38754098360656,1.38590163934426,1.38426229508197,1.38262295081967,1.38098360655738,1.37934426229508,1.37770491803279,1.37606557377049,1.3744262295082,1.3727868852459,1.37114754098361,1.36950819672131,1.36786885245902,1.36622950819672,1.36459016393443,1.36295081967213,1.36131147540984,1.35967213114754,1.35803278688525,1.35639344262295,1.35475409836066,1.35311475409836,1.35147540983607,1.34983606557377,1.34819672131148,1.34655737704918,1.34491803278689,1.34327868852459,1.3416393442623,1.34
"H",1.44,1.4383606557377,1.43672131147541,1.43508196721311,1.43344262295082,1.43180327868852,1.43016393442623,1.42852459016393,1.42688524590164,1.42524590163934,1.42360655737705,1.42196721311475,1.42032786885246,1.41868852459016,1.41704918032787,1.41540983606557,1.41377049180328,1.41213114754098,1.41049180327869,1.40885245901639,1.4072131147541,1.4055737704918,1.40393442622951,1.40229508196721,1.40065573770492,1.39901639344262,1.39737704918033,1.39573770491803,1.39409836065574,1.39245901639344,1.39081967213115,1.38918032786885,1.38754098360656,1.38590163934426,1.38426229508197,1.38262295081967,1.38098360655738,1.37934426229508,1.37770491803279,1.37606557377049,1.3744262295082,1.3727868852459,1.37114754098361,1.36950819672131,1.36786885245902,1.36622950819672,1.36459016393443,1.36295081967213,1.36131147540984,1.35967213114754,1.35803278688525,1.35639344262295,1.35475409836066,1.35311475409836,1.35147540983607,1.34983606557377,1.34819672131148,1.34655737704918,1.34491803278689,1.34327868852459,1.3416393442623,1.34
"H",1.44,1.4383606557377,1.43672131147541,1.43508196721311,1.43344262295082,1.43180327868852,1.43016393442623,1.42852459016393,1.42688524590164,1.42524590163934,1.42360655737705,1.42196721311475,1.42032786885246,1.41868852459016,1.41704918032787,1.41540983606557,1.41377049180328,1.41213114754098,1.41049180327869,1.40885245901639,1.4072131147541,1.4055737704918,1.40393442622951,1.40229508196721,1.40065573770492,1.39901639344262,1.39737704918033,1.39573770491803,1.39409836065574,1.39245901639344,1.39081967213115,1.38918032786885,1.38754098360656,1.38590163934426,1.38426229508197,1.38262295081967,1.38098360655738,1.37934426229508,1.37770491803279,1.37606557377049,1.3744262295082,1.3727868852459,1.37114754098361,1.36950819672131,1.36786885245902,1.36622950819672,1.36459016393443,1.36295081967213,1.36131147540984,1.35967213114754,1.35803278688525,1.35639344262295,1.35475409836066,1.35311475409836,1.35147540983607,1.34983606557377,1.34819672131148,1.34655737704918,1.34491803278689,1.34327868852459,1.3416393442623,1.34
"H",1.44,1.4383606557377,1.43672131147541,1.43508196721311,1.43344262295082,1.43180327868852,1.43016393442623,1.42852459016393,1.42688524590164,1.42524590163934,1.42360655737705,1.42196721311475,1.42032786885246,1.41868852459016,1.41704918032787,1.41540983606557,1.41377049180328,1.41213114754098,1.41049180327869,1.40885245901639,1.4072131147541,1.4055737704918,1.40393442622951,1.40229508196721,1.40065573770492,1.39901639344262,1.39737704918033,1.39573770491803,1.39409836065574,1.39245901639344,1.39081967213115,1.38918032786885,1.38754098360656,1.38590163934426,1.38426229508197,1.38262295081967,1.38098360655738,1.37934426229508,1.37770491803279,1.37606557377049,1.3744262295082,1.3727868852459,1.37114754098361,1.36950819672131,1.36786885245902,1.36622950819672,1.36459016393443,1.36295081967213,1.36131147540984,1.35967213114754,1.35803278688525,1.35639344262295,1.35475409836066,1.35311475409836,1.35147540983607,1.34983606557377,1.34819672131148,1.34655737704918,1.34491803278689,1.34327868852459,1.3416393442623,1.34
"I",1.44,1.43475409836066,1.42950819672131,1.42426229508197,1.41901639344262,1.41377049180328,1.40852459016393,1.40327868852459,1.39803278688525,1.3927868852459,1.38754098360656,1.38229508196721,1.37704918032787,1.37180327868852,1.36655737704918,1.36131147540984,1.35606557377049,1.35081967213115,1.3455737704918,1.34032786885246,1.33508196721311,1.32983606557377,1.32459016393443,1.31934426229508,1.31409836065574,1.30885245901639,1.30360655737705,1.2983606557377,1.29311475409836,1.28786885245902,1.28262295081967,1.27737704918033,1.27213114754098,1.26688524590164,1.2616393442623,1.25639344262295,1.25114754098361,1.24590163934426,1.24065573770492,1.23540983606557,1.23016393442623,1.22491803278689,1.21967213114754,1.2144262295082,1.20918032786885,1.20393442622951,1.19868852459016,1.19344262295082,1.18819672131148,1.18295081967213,1.17770491803279,1.17245901639344,1.1672131147541,1.16196721311475,1.15672131147541,1.15147540983607,1.14622950819672,1.14098360655738,1.13573770491803,1.13049180327869,1.12524590163934,1.12
"I",1.44,1.43475409836066,1.42950819672131,1.42426229508197,1.41901639344262,1.41377049180328,1.40852459016393,1.40327868852459,1.39803278688525,1.3927868852459,1.38754098360656,1.38229508196721,1.37704918032787,1.37180327868852,1.36655737704918,1.36131147540984,1.35606557377049,1.35081967213115,1.3455737704918,1.34032786885246,1.33508196721311,1.32983606557377,1.32459016393443,1.31934426229508,1.31409836065574,1.30885245901639,1.30360655737705,1.2983606557377,1.29311475409836,1.28786885245902,1.28262295081967,1.27737704918033,1.27213114754098,1.26688524590164,1.2616393442623,1.25639344262295,1.25114754098361,1.24590163934426,1.24065573770492,1.23540983606557,1.23016393442623,1.22491803278689,1.21967213114754,1.2144262295082,1.20918032786885,1.20393442622951,1.19868852459016,1.19344262295082,1.18819672131148,1.18295081967213,1.17770491803279,1.17245901639344,1.1672131147541,1.16196721311475,1.15672131147541,1.15147540983607,1.14622950819672,1.14098360655738,1.13573770491803,1.13049180327869,1.12524590163934,1.12
"I",1.44,1.43475409836066,1.42950819672131,1.42426229508197,1.41901639344262,1.41377049180328,1.40852459016393,1.40327868852459,1.39803278688525,1.3927868852459,1.38754098360656,1.38229508196721,1.37704918032787,1.37180327868852,1.36655737704918,1.36131147540984,1.35606557377049,1.35081967213115,1.3455737704918,1.34032786885246,1.33508196721311,1.32983606557377,1.32459016393443,1.31934426229508,1.31409836065574,1.30885245901639,1.30360655737705,1.2983606557377,1.29311475409836,1.28786885245902,1.28262295081967,1.27737704918033,1.27213114754098,1.26688524590164,1.2616393442623,1.25639344262295,1.25114754098361,1.24590163934426,1.24065573770492,1.23540983606557,1.23016393442623,1.22491803278689,1.21967213114754,1.2144262295082,1.20918032786885,1.20393442622951,1.19868852459016,1.19344262295082,1.18819672131148,1.18295081967213,1.17770491803279,1.17245901639344,1.1672131147541,1.16196721311475,1.15672131147541,1.15147540983607,1.14622950819672,1.14098360655738,1.13573770491803,1.13049180327869,1.12524590163934,1.12
"I",1.44,1.43475409836066,1.42950819672131,1.42426229508197,1.41901639344262,1.41377049180328,1.40852459016393,1.40327868852459,1.39803278688525,1.3927868852459,1.38754098360656,1.38229508196721,1.37704918032787,1.37180327868852,1.36655737704918,1.36131147540984,1.35606557377049,1.35081967213115,1.3455737704918,1.34032786885246,1.33508196721311,1.32983606557377,1.32459016393443,1.31934426229508,1.31409836065574,1.30885245901639,1.30360655737705,1.2983606557377,1.29311475409836,1.28786885245902,1.28262295081967,1.27737704918033,1.27213114754098,1.26688524590164,1.2616393442623,1.25639344262295,1.25114754098361,1.24590163934426,1.24065573770492,1.23540983606557,1.23016393442623,1.22491803278689,1.21967213114754,1.2144262295082,1.20918032786885,1.20393442622951,1.19868852459016,1.19344262295082,1.18819672131148,1.18295081967213,1.17770491803279,1.17245901639344,1.1672131147541,1.16196721311475,1.15672131147541,1.15147540983607,1.14622950819672,1.14098360655738,1.13573770491803,1.13049180327869,1.12524590163934,1.12
"J",1.44,1.43672131147541,1.43344262295082,1.43016393442623,1.42688524590164,1.42360655737705,1.42032786885246,1.41704918032787,1.41377049180328,1.41049180327869,1.4072131147541,1.40393442622951,1.40065573770492,1.39737704918033,1.39409836065574,1.39081967213115,1.38754098360656,1.38426229508197,1.38098360655738,1.37770491803279,1.3744262295082,1.37114754098361,1.36786885245902,1.36459016393443,1.36131147540984,1.35803278688525,1.35475409836066,1.35147540983607,1.34819672131148,1.34491803278689,1.3416393442623,1.3383606557377,1.33508196721311,1.33180327868852,1.32852459016393,1.32524590163934,1.32196721311475,1.31868852459016,1.31540983606557,1.31213114754098,1.30885245901639,1.3055737704918,1.30229508196721,1.29901639344262,1.29573770491803,1.29245901639344,1.28918032786885,1.28590163934426,1.28262295081967,1.27934426229508,1.27606557377049,1.2727868852459,1.26950819672131,1.26622950819672,1.26295081967213,1.25967213114754,1.25639344262295,1.25311475409836,1.24983606557377,1.24655737704918,1.24327868852459,1.24
"J",1.44,1.43672131147541,1.43344262295082,1.43016393442623,1.42688524590164,1.42360655737705,1.42032786885246,1.41704918032787,1.41377049180328,1.41049180327869,1.4072131147541,1.40393442622951,1.40065573770492,1.39737704918033,1.39409836065574,1.39081967213115,1.38754098360656,1.38426229508197,1.38098360655738,1.37770491803279,1.3744262295082,1.37114754098361,1.36786885245902,1.36459016393443,1.36131147540984,1.35803278688525,1.35475409836066,1.35147540983607,1.34819672131148,1.34491803278689,1.3416393442623,1.3383606557377,1.33508196721311,1.33180327868852,1.32852459016393,1.32524590163934,1.32196721311475,1.31868852459016,1.31540983606557,1.31213114754098,1.30885245901639,1.3055737704918,1.30229508196721,1.29901639344262,1.29573770491803,1.29245901639344,1.28918032786885,1.28590163934426,1.28262295081967,1.27934426229508,1.27606557377049,1.2727868852459,1.26950819672131,1.26622950819672,1.26295081967213,1.25967213114754,1.25639344262295,1.25311475409836,1.24983606557377,1.24655737704918,1.24327868852459,1.24
"J",1.44,1.43672131147541,1.43344262295082,1.43016393442623,1.42688524590164,1.42360655737705,1.42032786885246,1.41704918032787,1.41377049180328,1.41049180327869,1.4072131147541,1.40393442622951,1.40065573770492,1.39737704918033,1.39409836065574,1.39081967213115,1.38754098360656,1.38426229508197,1.38098360655738,1.37770491803279,1.3744262295082,1.37114754098361,1.36786885245902,1.36459016393443,1.36131147540984,1.35803278688525,1.35475409836066,1.35147540983607,1.34819672131148,1.34491803278689,1.3416393442623,1.3383606557377,1.33508196721311,1.33180327868852,1.32852459016393,1.32524590163934,1.32196721311475,1.31868852459016,1.31540983606557,1.31213114754098,1.30885245901639,1.3055737704918,1.30229508196721,1.29901639344262,1.29573770491803,1.29245901639344,1.28918032786885,1.28590163934426,1.28262295081967,1.27934426229508,1.27606557377049,1.2727868852459,1.26950819672131,1.26622950819672,1.26295081967213,1.25967213114754,1.25639344262295,1.25311475409836,1.24983606557377,1.24655737704918,1.24327868852459,1.24
"J",1.44,1.43672131147541,1.43344262295082,1.43016393442623,1.42688524590164,1.42360655737705,1.42032786885246,1.41704918032787,1.41377049180328,1.41049180327869,1.4072131147541,1.40393442622951,1.40065573770492,1.39737704918033,1.39409836065574,1.39081967213115,1.38754098360656,1.38426229508197,1.38098360655738,1.37770491803279,1.3744262295082,1.37114754098361,1.36786885245902,1.36459016393443,1.36131147540984,1.35803278688525,1.35475409836066,1.35147540983607,1.34819672131148,1.34491803278689,1.3416393442623,1.3383606557377,1.33508196721311,1.33180327868852,1.32852459016393,1.32524590163934,1.32196721311475,1.31868852459016,1.31540983606557,1.31213114754098,1.30885245901639,1.3055737704918,1.30229508196721,1.29901639344262,1.29573770491803,1.29245901639344,1.28918032786885,1.28590163934426,1.28262295081967,1.27934426229508,1.27606557377049,1.2727868852459,1.26950819672131,1.26622950819672,1.26295081967213,1.25967213114754,1.25639344262295,1.25311475409836,1.24983606557377,1.24655737704918,1.24327868852459,1.24
"K",1.44,1.43606557377049,1.43213114754098,1.42819672131148,1.42426229508197,1.42032786885246,1.41639344262295,1.41245901639344,1.40852459016393,1.40459016393443,1.40065573770492,1.39672131147541,1.3927868852459,1.38885245901639,1.38491803278689,1.38098360655738,1.37704918032787,1.37311475409836,1.36918032786885,1.36524590163934,1.36131147540984,1.35737704918033,1.35344262295082,1.34950819672131,1.3455737704918,1.34163934426229,1.33770491803279,1.33377049180328,1.32983606557377,1.32590163934426,1.32196721311475,1.31803278688525,1.31409836065574,1.31016393442623,1.30622950819672,1.30229508196721,1.2983606557377,1.2944262295082,1.29049180327869,1.28655737704918,1.28262295081967,1.27868852459016,1.27475409836066,1.27081967213115,1.26688524590164,1.26295081967213,1.25901639344262,1.25508196721311,1.25114754098361,1.2472131147541,1.24327868852459,1.23934426229508,1.23540983606557,1.23147540983607,1.22754098360656,1.22360655737705,1.21967213114754,1.21573770491803,1.21180327868852,1.20786885245902,1.20393442622951,1.2
"K",1.44,1.43606557377049,1.43213114754098,1.42819672131148,1.42426229508197,1.42032786885246,1.41639344262295,1.41245901639344,1.40852459016393,1.40459016393443,1.40065573770492,1.39672131147541,1.3927868852459,1.38885245901639,1.38491803278689,1.38098360655738,1.37704918032787,1.37311475409836,1.36918032786885,1.36524590163934,1.36131147540984,1.35737704918033,1.35344262295082,1.34950819672131,1.3455737704918,1.34163934426229,1.33770491803279,1.33377049180328,1.32983606557377,1.32590163934426,1.32196721311475,1.31803278688525,1.31409836065574,1.31016393442623,1.30622950819672,1.30229508196721,1.2983606557377,1.2944262295082,1.29049180327869,1.28655737704918,1.28262295081967,1.27868852459016,1.27475409836066,1.27081967213115,1.26688524590164,1.26295081967213,1.25901639344262,1.25508196721311,1.25114754098361,1.2472131147541,1.24327868852459,1.23934426229508,1.23540983606557,1.23147540983607,1.22754098360656,1.22360655737705,1.21967213114754,1.21573770491803,1.21180327868852,1.20786885245902,1.20393442622951,1.2
"K",1.44,1.43606557377049,1.43213114754098,1.42819672131148,1.42426229508197,1.42032786885246,1.41639344262295,1.41245901639344,1.40852459016393,1.40459016393443,1.40065573770492,1.39672131147541,1.3927868852459,1.38885245901639,1.38491803278689,1.38098360655738,1.37704918032787,1.37311475409836,1.36918032786885,1.36524590163934,1.36131147540984,1.35737704918033,1.35344262295082,1.34950819672131,1.3455737704918,1.34163934426229,1.33770491803279,1.33377049180328,1.32983606557377,1.32590163934426,1.32196721311475,1.31803278688525,1.31409836065574,1.31016393442623,1.30622950819672,1.30229508196721,1.2983606557377,1.2944262295082,1.29049180327869,1.28655737704918,1.28262295081967,1.27868852459016,1.27475409836066,1.27081967213115,1.26688524590164,1.26295081967213,1.25901639344262,1.25508196721311,1.25114754098361,1.2472131147541,1.24327868852459,1.23934426229508,1.23540983606557,1.23147540983607,1.22754098360656,1.22360655737705,1.21967213114754,1.21573770491803,1.21180327868852,1.20786885245902,1.20393442622951,1.2
"K",1.44,1.43606557377049,1.43213114754098,1.42819672131148,1.42426229508197,1.42032786885246,1.41639344262295,1.41245901639344,1.40852459016393,1.40459016393443,1.40065573770492,1.39672131147541,1.3927868852459,1.38885245901639,1.38491803278689,1.38098360655738,1.37704918032787,1.37311475409836,1.36918032786885,1.36524590163934,1.36131147540984,1.35737704918033,1.35344262295082,1.34950819672131,1.3455737704918,1.34163934426229,1.33770491803279,1.33377049180328,1.32983606557377,1.32590163934426,1.32196721311475,1.31803278688525,1.31409836065574,1.31016393442623,1.30622950819672,1.30229508196721,1.2983606557377,1.2944262295082,1.29049180327869,1.28655737704918,1.28262295081967,1.27868852459016,1.27475409836066,1.27081967213115,1.26688524590164,1.26295081967213,1.25901639344262,1.25508196721311,1.25114754098361,1.2472131147541,1.24327868852459,1.23934426229508,1.23540983606557,1.23147540983607,1.22754098360656,1.22360655737705,1.21967213114754,1.21573770491803,1.21180327868852,1.20786885245902,1.20393442622951,1.2
"L",1.44,1.43737704918033,1.43475409836066,1.43213114754098,1.42950819672131,1.42688524590164,1.42426229508197,1.42163934426229,1.41901639344262,1.41639344262295,1.41377049180328,1.41114754098361,1.40852459016393,1.40590163934426,1.40327868852459,1.40065573770492,1.39803278688525,1.39540983606557,1.3927868852459,1.39016393442623,1.38754098360656,1.38491803278689,1.38229508196721,1.37967213114754,1.37704918032787,1.3744262295082,1.37180327868852,1.36918032786885,1.36655737704918,1.36393442622951,1.36131147540984,1.35868852459016,1.35606557377049,1.35344262295082,1.35081967213115,1.34819672131148,1.3455737704918,1.34295081967213,1.34032786885246,1.33770491803279,1.33508196721311,1.33245901639344,1.32983606557377,1.3272131147541,1.32459016393443,1.32196721311475,1.31934426229508,1.31672131147541,1.31409836065574,1.31147540983607,1.30885245901639,1.30622950819672,1.30360655737705,1.30098360655738,1.2983606557377,1.29573770491803,1.29311475409836,1.29049180327869,1.28786885245902,1.28524590163934,1.28262295081967,1.28
"L",1.44,1.43737704918033,1.43475409836066,1.43213114754098,1.42950819672131,1.42688524590164,1.42426229508197,1.42163934426229,1.41901639344262,1.41639344262295,1.41377049180328,1.41114754098361,1.40852459016393,1.40590163934426,1.40327868852459,1.40065573770492,1.39803278688525,1.39540983606557,1.3927868852459,1.39016393442623,1.38754098360656,1.38491803278689,1.38229508196721,1.37967213114754,1.37704918032787,1.3744262295082,1.37180327868852,1.36918032786885,1.36655737704918,1.36393442622951,1.36131147540984,1.35868852459016,1.35606557377049,1.35344262295082,1.35081967213115,1.34819672131148,1.3455737704918,1.34295081967213,1.34032786885246,1.33770491803279,1.33508196721311,1.33245901639344,1.32983606557377,1.3272131147541,1.32459016393443,1.32196721311475,1.31934426229508,1.31672131147541,1.31409836065574,1.31147540983607,1.30885245901639,1.30622950819672,1.30360655737705,1.30098360655738,1.2983606557377,1.29573770491803,1.29311475409836,1.29049180327869,1.28786885245902,1.28524590163934,1.28262295081967,1.28
"L",1.44,1.43737704918033,1.43475409836066,1.43213114754098,1.42950819672131,1.42688524590164,1.42426229508197,1.42163934426229,1.41901639344262,1.41639344262295,1.41377049180328,1.41114754098361,1.40852459016393,1.40590163934426,1.40327868852459,1.40065573770492,1.39803278688525,1.39540983606557,1.3927868852459,1.39016393442623,1.38754098360656,1.38491803278689,1.38229508196721,1.37967213114754,1.37704918032787,1.3744262295082,1.37180327868852,1.36918032786885,1.36655737704918,1.36393442622951,1.36131147540984,1.35868852459016,1.35606557377049,1.35344262295082,1.35081967213115,1.34819672131148,1.3455737704918,1.34295081967213,1.34032786885246,1.33770491803279,1.33508196721311,1.33245901639344,1.32983606557377,1.3272131147541,1.32459016393443,1.32196721311475,1.31934426229508,1.31672131147541,1.31409836065574,1.31147540983607,1.30885245901639,1.30622950819672,1.30360655737705,1.30098360655738,1.2983606557377,1.29573770491803,1.29311475409836,1.29049180327869,1.28786885245902,1.28524590163934,1.28262295081967,1.28
"L",1.44,1.43737704918033,1.43475409836066,1.43213114754098,1.42950819672131,1.42688524590164,1.42426229508197,1.42163934426229,1.41901639344262,1.41639344262295,1.41377049180328,1.41114754098361,1.40852459016393,1.40590163934426,1.40327868852459,1.40065573770492,1.39803278688525,1.39540983606557,1.3927868852459,1.39016393442623,1.38754098360656,1.38491803278689,1.38229508196721,1.37967213114754,1.37704918032787,1.3744262295082,1.37180327868852,1.36918032786885,1.36655737704918,1.36393442622951,1.36131147540984,1.35868852459016,1.35606557377049,1.35344262295082,1.35081967213115,1.34819672131148,1.3455737704918,1.34295081967213,1.34032786885246,1.33770491803279,1.33508196721311,1.33245901639344,1.32983606557377,1.3272131147541,1.32459016393443,1.32196721311475,1.31934426229508,1.31672131147541,1.31409836065574,1.31147540983607,1.30885245901639,1.30622950819672,1.30360655737705,1.30098360655738,1.2983606557377,1.29573770491803,1.29311475409836,1.29049180327869,1.28786885245902,1.28524590163934,1.28262295081967,1.28
"M",1.44,1.43360655737705,1.4272131147541,1.42081967213115,1.4144262295082,1.40803278688525,1.40163934426229,1.39524590163934,1.38885245901639,1.38245901639344,1.37606557377049,1.36967213114754,1.36327868852459,1.35688524590164,1.35049180327869,1.34409836065574,1.33770491803279,1.33131147540984,1.32491803278689,1.31852459016393,1.31213114754098,1.30573770491803,1.29934426229508,1.29295081967213,1.28655737704918,1.28016393442623,1.27377049180328,1.26737704918033,1.26098360655738,1.25459016393443,1.24819672131148,1.24180327868852,1.23540983606557,1.22901639344262,1.22262295081967,1.21622950819672,1.20983606557377,1.20344262295082,1.19704918032787,1.19065573770492,1.18426229508197,1.17786885245902,1.17147540983607,1.16508196721311,1.15868852459016,1.15229508196721,1.14590163934426,1.13950819672131,1.13311475409836,1.12672131147541,1.12032786885246,1.11393442622951,1.10754098360656,1.10114754098361,1.09475409836066,1.08836065573771,1.08196721311475,1.0755737704918,1.06918032786885,1.0627868852459,1.05639344262295,1.05
"M",1.44,1.43360655737705,1.4272131147541,1.42081967213115,1.4144262295082,1.40803278688525,1.40163934426229,1.39524590163934,1.38885245901639,1.38245901639344,1.37606557377049,1.36967213114754,1.36327868852459,1.35688524590164,1.35049180327869,1.34409836065574,1.33770491803279,1.33131147540984,1.32491803278689,1.31852459016393,1.31213114754098,1.30573770491803,1.29934426229508,1.29295081967213,1.28655737704918,1.28016393442623,1.27377049180328,1.26737704918033,1.26098360655738,1.25459016393443,1.24819672131148,1.24180327868852,1.23540983606557,1.22901639344262,1.22262295081967,1.21622950819672,1.20983606557377,1.20344262295082,1.19704918032787,1.19065573770492,1.18426229508197,1.17786885245902,1.17147540983607,1.16508196721311,1.15868852459016,1.15229508196721,1.14590163934426,1.13950819672131,1.13311475409836,1.12672131147541,1.12032786885246,1.11393442622951,1.10754098360656,1.10114754098361,1.09475409836066,1.08836065573771,1.08196721311475,1.0755737704918,1.06918032786885,1.0627868852459,1.05639344262295,1.05
"M",1.44,1.43360655737705,1.4272131147541,1.42081967213115,1.4144262295082,1.40803278688525,1.40163934426229,1.39524590163934,1.38885245901639,1.38245901639344,1.37606557377049,1.36967213114754,1.36327868852459,1.35688524590164,1.35049180327869,1.34409836065574,1.33770491803279,1.33131147540984,1.32491803278689,1.31852459016393,1.31213114754098,1.30573770491803,1.29934426229508,1.29295081967213,1.28655737704918,1.28016393442623,1.27377049180328,1.26737704918033,1.26098360655738,1.25459016393443,1.24819672131148,1.24180327868852,1.23540983606557,1.22901639344262,1.22262295081967,1.21622950819672,1.20983606557377,1.20344262295082,1.19704918032787,1.19065573770492,1.18426229508197,1.17786885245902,1.17147540983607,1.16508196721311,1.15868852459016,1.15229508196721,1.14590163934426,1.13950819672131,1.13311475409836,1.12672131147541,1.12032786885246,1.11393442622951,1.10754098360656,1.10114754098361,1.09475409836066,1.08836065573771,1.08196721311475,1.0755737704918,1.06918032786885,1.0627868852459,1.05639344262295,1.05
"M",1.44,1.43360655737705,1.4272131147541,1.42081967213115,1.4144262295082,1.40803278688525,1.40163934426229,1.39524590163934,1.38885245901639,1.38245901639344,1.37606557377049,1.36967213114754,1.36327868852459,1.35688524590164,1.35049180327869,1.34409836065574,1.33770491803279,1.33131147540984,1.32491803278689,1.31852459016393,1.31213114754098,1.30573770491803,1.29934426229508,1.29295081967213,1.28655737704918,1.28016393442623,1.27377049180328,1.26737704918033,1.26098360655738,1.25459016393443,1.24819672131148,1.24180327868852,1.23540983606557,1.22901639344262,1.22262295081967,1.21622950819672,1.20983606557377,1.20344262295082,1.19704918032787,1.19065573770492,1.18426229508197,1.17786885245902,1.17147540983607,1.16508196721311,1.15868852459016,1.15229508196721,1.14590163934426,1.13950819672131,1.13311475409836,1.12672131147541,1.12032786885246,1.11393442622951,1.10754098360656,1.10114754098361,1.09475409836066,1.08836065573771,1.08196721311475,1.0755737704918,1.06918032786885,1.0627868852459,1.05639344262295,1.05
"N",1.44,1.43316393442623,1.42632786885246,1.41949180327869,1.41265573770492,1.40581967213115,1.39898360655738,1.39214754098361,1.38531147540984,1.37847540983607,1.37163934426229,1.36480327868852,1.35796721311475,1.35113114754098,1.34429508196721,1.33745901639344,1.33062295081967,1.3237868852459,1.31695081967213,1.31011475409836,1.30327868852459,1.29644262295082,1.28960655737705,1.28277049180328,1.27593442622951,1.26909836065574,1.26226229508197,1.2554262295082,1.24859016393443,1.24175409836066,1.23491803278689,1.22808196721311,1.22124590163934,1.21440983606557,1.2075737704918,1.20073770491803,1.19390163934426,1.18706557377049,1.18022950819672,1.17339344262295,1.16655737704918,1.15972131147541,1.15288524590164,1.14604918032787,1.1392131147541,1.13237704918033,1.12554098360656,1.11870491803279,1.11186885245902,1.10503278688525,1.09819672131148,1.0913606557377,1.08452459016393,1.07768852459016,1.07085245901639,1.06401639344262,1.05718032786885,1.05034426229508,1.04350819672131,1.03667213114754,1.02983606557377,1.023
"N",1.44,1.43316393442623,1.42632786885246,1.41949180327869,1.41265573770492,1.40581967213115,1.39898360655738,1.39214754098361,1.38531147540984,1.37847540983607,1.37163934426229,1.36480327868852,1.35796721311475,1.35113114754098,1.34429508196721,1.33745901639344,1.33062295081967,1.3237868852459,1.31695081967213,1.31011475409836,1.30327868852459,1.29644262295082,1.28960655737705,1.28277049180328,1.27593442622951,1.26909836065574,1.26226229508197,1.2554262295082,1.24859016393443,1.24175409836066,1.23491803278689,1.22808196721311,1.22124590163934,1.21440983606557,1.2075737704918,1.20073770491803,1.19390163934426,1.18706557377049,1.18022950819672,1.17339344262295,1.16655737704918,1.15972131147541,1.15288524590164,1.14604918032787,1.1392131147541,1.13237704918033,1.12554098360656,1.11870491803279,1.11186885245902,1.10503278688525,1.09819672131148,1.0913606557377,1.08452459016393,1.07768852459016,1.07085245901639,1.06401639344262,1.05718032786885,1.05034426229508,1.04350819672131,1.03667213114754,1.02983606557377,1.023
"N",1.44,1.43316393442623,1.42632786885246,1.41949180327869,1.41265573770492,1.40581967213115,1.39898360655738,1.39214754098361,1.38531147540984,1.37847540983607,1.37163934426229,1.36480327868852,1.35796721311475,1.35113114754098,1.34429508196721,1.33745901639344,1.33062295081967,1.3237868852459,1.31695081967213,1.31011475409836,1.30327868852459,1.29644262295082,1.28960655737705,1.28277049180328,1.27593442622951,1.26909836065574,1.26226229508197,1.2554262295082,1.24859016393443,1.24175409836066,1.23491803278689,1.22808196721311,1.22124590163934,1.21440983606557,1.2075737704918,1.20073770491803,1.19390163934426,1.18706557377049,1.18022950819672,1.17339344262295,1.16655737704918,1.15972131147541,1.15288524590164,1.14604918032787,1.1392131147541,1.13237704918033,1.12554098360656,1.11870491803279,1.11186885245902,1.10503278688525,1.09819672131148,1.0913606557377,1.08452459016393,1.07768852459016,1.07085245901639,1.06401639344262,1.05718032786885,1.05034426229508,1.04350819672131,1.03667213114754,1.02983606557377,1.023
